# x,y,z,label
35.9910,245.8452,36.4472,0.0000
227.2931,109.8892,10.0000,0.0000
149.8662,152.1780,10.0000,0.0000
58.8028,145.0548,38.5993,0.0000
53.6970,130.7884,13.0000,0.0000
164.1633,42.6218,20.0000,0.0000
251.4301,39.0890,20.0000,0.0000
4.6495,76.0388,10.0000,0.0000
262.7919,183.3842,10.0000,0.0000
260.0000,279.0914,11.4094,0.0000
250.0000,264.0241,26.4934,0.0000
243.0566,205.0000,27.3283,0.0000
190.4366,215.0000,25.4831,0.0000
143.9397,105.0000,11.7671,0.0000
248.9255,198.6787,10.0000,0.0000
200.7617,228.3905,10.0000,0.0000
250.0000,269.9327,13.9200,0.0000
136.0387,246.4128,10.0000,0.0000
260.0000,240.1627,43.0135,0.0000
280.0000,97.1606,5.8203,0.0000
241.9282,171.3397,10.0000,0.0000
194.9535,47.1403,20.0000,0.0000
75.4079,264.4816,25.7727,0.0000
157.1488,58.2832,20.0000,0.0000
183.6095,268.8688,10.0000,0.0000
268.1761,6.0398,10.0000,0.0000
94.8274,197.8876,10.0000,0.0000
137.0803,205.0000,29.2009,0.0000
260.0000,54.7695,16.8672,0.0000
165.2428,46.0263,20.0000,0.0000
259.0404,105.0000,19.8855,0.0000
279.2562,164.4016,10.0000,0.0000
260.0000,210.8255,40.9535,0.0000
134.0012,205.0000,44.9802,0.0000
35.2813,4.9554,13.0000,0.0000
95.1290,164.6936,10.0000,0.0000
260.0000,83.5824,12.1176,0.0000
224.0298,44.5378,20.0000,0.0000
103.7878,118.1800,10.0000,0.0000
271.1306,5.1109,10.0000,0.0000
144.7303,215.0000,38.2543,0.0000
1.3760,105.8473,10.0000,0.0000
138.6684,105.9492,10.0000,0.0000
139.7595,205.0000,50.0057,0.0000
221.6882,32.6631,10.0000,0.0000
133.7683,280.0000,3.0116,0.0000
217.0383,105.0000,12.1861,0.0000
226.4729,52.7333,20.0000,0.0000
28.2343,126.0988,13.0000,0.0000
216.7454,74.2527,14.2527,0.0000
51.6633,239.9031,46.8289,0.0000
122.5192,193.0914,10.0000,0.0000
260.0000,227.9463,51.5334,0.0000
186.0479,264.8812,10.0000,0.0000
262.6915,0.0000,2.1425,0.0000
237.5121,56.3918,20.0000,0.0000
221.2695,215.0000,33.1221,0.0000
73.9512,246.6853,28.0025,0.0000
250.0000,222.9300,43.1887,0.0000
276.3162,220.7101,10.0000,0.0000
158.0526,0.0000,6.2147,0.0000
102.8626,248.8580,10.0000,0.0000
172.3992,195.7740,10.0000,0.0000
243.8381,19.4736,10.0000,0.0000
76.0804,176.5492,24.7798,0.0000
96.7630,33.8478,10.0000,0.0000
260.0000,151.9346,22.6949,0.0000
261.9350,161.1460,10.0000,1.0000
102.1055,280.0000,4.3741,0.0000
142.0608,73.2384,13.2384,0.0000
250.0000,140.7499,25.5569,0.0000
139.8099,205.0000,33.1219,0.0000
93.7303,122.1210,10.0000,0.0000
11.7837,237.4680,10.0000,0.0000
102.9425,24.2690,10.0000,0.0000
226.5231,75.4642,15.4642,0.0000
22.5573,150.6388,21.8652,0.0000
250.0000,231.2323,45.9349,0.0000
106.1387,147.8558,10.0000,0.0000
235.4138,205.0000,56.5472,0.0000
22.2714,213.8880,60.0000,0.0000
79.3058,244.2147,16.2762,0.0000
125.9201,108.8562,10.0000,0.0000
260.2772,89.5545,10.0000,0.0000
176.0859,251.5975,10.0000,0.0000
20.8359,258.5704,16.5934,0.0000
3.3943,76.6935,10.0000,0.0000
260.0000,205.2535,51.6895,0.0000
66.6707,62.8788,13.0000,0.0000
150.5286,205.0000,37.8986,0.0000
15.7417,1.3040,10.0000,0.0000
175.2641,45.6038,20.0000,0.0000
61.7410,169.5653,37.5881,0.0000
136.0386,254.1023,10.0000,0.0000
156.1642,9.7341,10.0000,0.0000
218.2792,205.0000,28.3503,0.0000
265.3400,171.5156,10.0000,0.0000
129.2541,127.7690,10.0000,0.0000
264.6279,127.7482,10.0000,0.0000
24.7518,170.8468,26.0270,0.0000
185.5995,3.0358,10.0000,0.0000
38.4106,240.2169,37.6671,0.0000
62.5107,140.0000,30.0677,0.0000
140.7446,191.6175,10.0000,0.0000
271.0035,212.3096,10.0000,0.0000
250.0000,148.1364,55.4883,0.0000
250.0000,242.6159,59.1272,0.0000
266.4688,280.0000,6.2836,0.0000
274.5019,157.1054,10.0000,0.0000
80.0000,93.8196,10.2550,1.0000
173.1849,207.4625,60.0000,0.0000
270.0060,260.6016,10.0000,0.0000
239.1372,49.8198,20.0000,0.0000
20.0856,280.0000,2.7599,0.0000
260.0000,271.9026,56.6773,0.0000
200.6626,192.7272,10.0000,0.0000
197.6953,125.8330,10.0000,0.0000
79.7616,94.6760,13.0000,0.0000
250.0000,192.1656,57.5248,0.0000
105.0021,101.5133,10.0000,0.0000
214.3812,128.9870,10.0000,0.0000
125.5710,205.0000,37.7195,0.0000
234.8166,2.2499,10.0000,0.0000
79.6087,221.0215,14.7227,0.0000
62.4434,171.9655,37.2883,0.0000
260.0000,162.9242,28.2399,0.0000
203.4527,264.1432,10.0000,0.0000
234.8486,244.8572,10.0000,0.0000
251.2945,269.1479,60.0000,0.0000
269.4729,104.8040,10.0000,0.0000
0.7422,153.2150,10.0000,0.0000
224.6077,215.0000,47.9307,0.0000
168.4267,124.4934,10.0000,0.0000
25.5107,227.1478,43.1927,0.0000
264.9612,135.5785,10.0000,0.0000
221.9428,205.0000,20.0514,0.0000
162.6869,215.0000,18.4020,0.0000
71.0329,106.2259,13.0000,0.0000
215.7014,33.7249,10.0000,0.0000
166.4844,105.0000,16.5261,0.0000
77.3462,239.0178,22.1914,0.0000
80.0000,114.0445,11.1923,1.0000
170.7595,215.0000,43.7861,0.0000
260.0000,253.9513,12.1152,0.0000
260.0000,165.2930,19.8477,0.0000
160.4370,205.0000,24.9076,0.0000
129.0814,130.5366,10.0000,0.0000
211.8156,256.9491,10.0000,0.0000
79.6904,235.6877,13.7368,0.0000
189.5110,5.2211,10.0000,0.0000
270.5975,269.0387,10.0000,0.0000
247.0863,205.0000,34.5690,0.0000
133.0131,213.3991,11.6009,0.0000
185.5388,207.8253,10.0000,0.0000
52.6768,246.2991,39.8645,0.0000
101.8834,19.6989,10.0000,0.0000
119.7380,280.0000,1.3404,0.0000
246.1480,5.0672,10.0000,0.0000
65.1429,64.9504,13.0000,0.0000
280.0000,197.6250,8.7928,0.0000
250.0000,191.1633,25.3689,0.0000
260.0000,218.6020,27.8805,0.0000
154.8645,46.0237,20.0000,0.0000
242.8034,280.0000,1.3181,0.0000
173.5909,68.0996,11.9004,0.0000
122.6923,105.0000,13.4319,0.0000
260.0000,171.9011,13.8994,0.0000
60.3678,19.6576,13.0000,0.0000
95.1679,7.8407,10.0000,0.0000
123.7689,78.8285,18.8285,0.0000
241.4582,215.0000,32.6764,0.0000
0.0000,76.1006,6.1375,0.0000
252.5409,72.0778,12.0778,0.0000
260.0000,154.6489,41.2493,0.0000
250.0000,202.1030,59.1131,0.0000
249.1225,193.0868,10.0000,0.0000
280.0000,218.5872,3.9880,0.0000
3.0450,24.4794,10.0000,0.0000
20.3960,214.6526,18.3827,0.0000
54.8185,180.4602,45.0723,0.0000
0.0000,82.4931,3.5087,0.0000
181.0852,48.8329,20.0000,0.0000
225.9434,195.7542,10.0000,0.0000
20.8524,203.3067,22.1221,0.0000
143.3561,215.0000,21.2920,0.0000
276.0292,0.0000,1.0393,0.0000
90.9314,0.0000,1.6654,0.0000
260.6884,78.2771,10.0000,0.0000
260.0000,277.3400,35.9586,0.0000
109.6219,236.5216,10.0000,0.0000
50.3396,110.6012,13.0000,0.0000
14.7802,123.1504,10.0000,0.0000
54.4523,140.0000,35.1483,0.0000
164.4245,11.8773,10.0000,0.0000
260.0000,203.9756,25.0691,0.0000
103.1786,247.0017,10.0000,0.0000
192.4781,27.6399,10.0000,0.0000
192.1424,276.1645,10.0000,0.0000
77.0489,280.0000,20.9513,0.0000
211.7400,167.0336,10.0000,0.0000
265.3368,28.1254,10.0000,0.0000
66.8543,50.1885,13.0000,0.0000
250.0000,189.4020,56.9502,0.0000
260.0000,192.2573,45.0401,0.0000
156.6020,119.1691,10.0000,0.0000
211.4611,205.0000,38.8867,0.0000
138.6923,270.9194,10.0000,0.0000
250.0000,180.7786,17.2286,0.0000
189.4668,235.6989,10.0000,0.0000
11.3342,11.7463,10.0000,0.0000
230.7349,215.0000,43.4691,0.0000
71.8265,169.9223,30.5205,0.0000
192.9119,105.0000,14.1678,0.0000
260.0000,257.9332,18.9099,0.0000
174.3195,203.2536,10.0000,0.0000
260.0000,166.3887,20.9983,0.0000
142.9498,152.1414,10.0000,0.0000
273.2178,211.3325,10.0000,0.0000
11.3831,93.8848,10.0000,0.0000
87.7325,209.5536,10.0000,0.0000
29.5005,93.5034,13.0000,0.0000
0.1301,255.1930,10.0000,0.0000
0.0000,53.5484,5.4867,0.0000
187.4142,213.8079,60.0000,0.0000
55.5888,244.3690,39.4193,0.0000
67.6674,278.3113,34.1351,0.0000
250.0000,200.1260,43.4265,0.0000
23.1435,160.8676,23.2018,0.0000
238.5148,215.0000,44.1938,0.0000
6.7039,4.7442,10.0000,0.0000
70.5890,140.0000,13.7130,0.0000
85.6224,91.2702,10.0000,0.0000
163.5987,95.6468,20.0000,0.0000
151.8286,54.9409,20.0000,0.0000
170.8319,166.4007,10.0000,0.0000
218.7979,84.6513,20.0000,0.0000
280.0000,75.2052,6.4424,0.0000
257.3885,165.7826,60.0000,0.0000
280.0000,123.0916,6.2179,0.0000
82.7615,269.3075,10.0000,0.0000
250.0000,158.6473,52.0904,0.0000
1.2159,224.4147,10.0000,0.0000
261.9824,260.0080,10.0000,0.0000
65.4640,0.0000,8.0888,0.0000
176.7243,160.9250,10.0000,0.0000
214.7237,45.1197,20.0000,0.0000
34.7074,235.7746,51.0134,0.0000
266.1661,120.7968,10.0000,0.0000
246.0021,73.9099,13.9099,0.0000
120.3770,66.4126,13.5874,0.0000
1.2392,13.7485,10.0000,0.0000
96.3195,206.3266,10.0000,0.0000
84.3538,253.1684,10.0000,0.0000
76.9148,246.9589,23.0687,0.0000
264.5059,92.7980,10.0000,0.0000
165.1826,2.4120,10.0000,0.0000
249.1128,17.0509,10.0000,0.0000
140.6527,215.0000,13.2707,0.0000
83.5632,83.9154,10.0000,0.0000
20.7310,178.0041,16.2088,0.0000
206.1107,215.0000,59.7275,0.0000
23.9812,138.1975,13.0000,0.0000
25.9447,280.0000,24.7718,0.0000
156.4132,3.3824,10.0000,0.0000
130.3481,225.7260,10.0000,0.0000
193.0856,199.0698,10.0000,0.0000
43.5267,1.7048,13.0000,0.0000
120.0000,214.2179,22.8074,0.0000
174.5163,205.0000,38.0143,0.0000
20.1982,207.6081,15.7702,0.0000
79.8868,145.0349,12.2878,0.0000
30.2666,280.0000,13.6115,0.0000
270.3990,118.0840,10.0000,0.0000
145.1202,215.0000,18.6946,0.0000
120.0000,91.5392,16.0468,0.0000
157.0504,180.1725,10.0000,0.0000
52.7008,0.0000,7.7347,0.0000
21.6401,63.4492,13.0000,0.0000
37.8981,155.4132,37.4456,0.0000
73.0606,140.0000,21.8616,0.0000
113.2765,267.2191,10.0000,0.0000
204.0353,186.8916,10.0000,0.0000
110.5327,265.9490,10.0000,0.0000
44.1448,239.4112,48.2145,0.0000
250.0000,178.2067,31.1428,0.0000
272.6175,280.0000,5.6271,0.0000
73.0519,151.9204,29.1371,0.0000
78.4645,161.6472,19.4423,0.0000
150.3140,120.4769,10.0000,0.0000
217.0018,39.7801,20.0000,0.0000
260.0000,178.6580,33.9318,0.0000
148.5490,145.2264,10.0000,0.0000
23.9859,224.8969,28.8209,0.0000
171.0977,133.1397,10.0000,0.0000
8.4561,14.9797,10.0000,0.0000
178.5971,125.6953,10.0000,0.0000
30.5444,239.1230,32.7955,0.0000
3.4627,216.9993,10.0000,0.0000
48.9040,0.0000,10.9546,0.0000
23.7576,140.0000,22.8246,0.0000
171.9600,238.6019,10.0000,0.0000
194.9111,15.8723,10.0000,0.0000
280.0000,153.2718,9.4488,0.0000
73.4535,76.3968,13.0000,0.0000
113.0538,187.0950,10.0000,0.0000
145.1588,105.0000,16.7631,0.0000
120.0842,206.3192,18.6808,0.0000
260.0000,150.2220,22.8438,0.0000
274.9842,39.3323,10.0000,0.0000
212.8501,260.4814,10.0000,0.0000
136.8889,17.5403,10.0000,0.0000
69.0948,35.5228,13.0000,0.0000
170.6833,105.0000,12.1216,0.0000
154.1440,215.0000,24.1048,0.0000
79.8627,262.4424,11.6568,0.0000
217.1129,197.5939,10.0000,0.0000
222.3525,10.1397,10.0000,0.0000
250.0000,250.6288,57.3496,0.0000
233.1442,215.0000,34.7347,0.0000
260.0000,74.6529,14.5480,0.0000
263.7226,83.9368,10.0000,0.0000
40.1477,63.2946,13.0000,0.0000
64.9966,156.3798,35.9178,0.0000
183.2063,134.5605,10.0000,0.0000
273.9526,111.1928,10.0000,0.0000
250.0000,246.1727,32.2699,0.0000
121.4822,65.0734,14.9266,0.0000
260.0000,221.0340,24.2012,0.0000
160.4960,111.1106,10.0000,0.0000
145.4986,271.1766,10.0000,0.0000
241.3079,280.0000,1.2421,0.0000
156.3547,107.6055,10.0000,0.0000
114.5397,155.3001,10.0000,0.0000
138.4526,0.0000,2.6697,0.0000
0.0771,65.5152,10.0000,0.0000
232.6489,168.5718,10.0000,0.0000
77.6573,221.5509,22.0859,1.0000
128.5106,215.0000,26.1655,0.0000
193.2317,96.5340,20.0000,0.0000
204.1302,211.9158,60.0000,0.0000
273.5967,61.4965,10.0000,0.0000
0.0000,180.4787,0.7313,0.0000
254.3258,227.5689,60.0000,0.0000
0.0000,39.4892,1.5383,0.0000
69.5811,223.0015,60.0000,0.0000
222.7799,36.3970,20.0000,0.0000
228.9267,185.9334,10.0000,0.0000
187.2874,205.0000,52.0687,0.0000
260.0000,99.0076,18.1308,0.0000
176.0644,205.0000,36.1877,0.0000
141.7998,0.0000,0.1452,0.0000
260.0000,140.5846,57.4021,0.0000
250.0000,196.2803,43.5306,0.0000
79.9070,207.8085,45.1980,0.0000
86.9502,86.1397,10.0000,0.0000
244.0326,153.2830,10.0000,0.0000
241.2154,105.0000,18.7399,0.0000
183.5799,220.3855,10.0000,0.0000
6.8398,233.4978,10.0000,0.0000
48.7244,180.3208,60.0000,0.0000
7.7299,189.2376,10.0000,0.0000
41.3961,181.3335,49.1047,0.0000
12.8270,123.3686,10.0000,0.0000
121.3060,126.8899,10.0000,0.0000
222.7159,6.0685,10.0000,0.0000
195.5196,260.8350,10.0000,0.0000
250.0000,261.5214,37.4864,0.0000
163.6944,280.0000,4.4327,0.0000
176.5983,215.0000,12.7165,0.0000
253.2892,212.0480,60.0000,0.0000
146.6674,234.2341,10.0000,0.0000
83.4199,234.8558,10.0000,0.0000
260.0000,202.3143,13.4668,0.0000
130.2759,130.2201,10.0000,0.0000
21.2262,271.1708,18.1503,0.0000
169.6848,208.7189,16.2811,0.0000
57.4581,270.2715,39.0499,0.0000
238.5486,205.0000,28.1252,0.0000
220.1679,50.2141,20.0000,0.0000
214.1812,215.5076,10.0000,1.0000
26.0945,176.4235,28.0724,0.0000
183.2002,0.0000,7.7228,0.0000
139.3769,36.2479,20.0000,0.0000
110.8080,271.3481,10.0000,0.0000
273.0847,88.2750,10.0000,0.0000
67.6280,21.4093,13.0000,0.0000
214.9220,148.5927,10.0000,0.0000
114.9203,120.3779,10.0000,0.0000
260.0000,194.6626,44.3573,0.0000
260.0000,213.3467,18.2911,0.0000
100.5757,106.9885,10.0000,0.0000
189.0928,188.8690,10.0000,0.0000
6.9799,100.6774,10.0000,0.0000
64.6661,236.1192,42.4942,0.0000
76.7830,151.9191,23.4211,0.0000
20.7351,203.7456,51.3927,0.0000
260.0000,190.5951,42.3080,0.0000
156.4350,205.0000,25.5964,0.0000
127.7000,96.6781,20.0000,0.0000
149.7106,107.1913,10.0000,0.0000
221.2695,219.0517,10.0000,0.0000
260.0000,242.3255,19.0474,0.0000
251.0767,35.0000,19.2168,0.0000
120.0000,54.9039,12.1988,0.0000
241.8604,92.9789,20.0000,0.0000
78.4360,259.2707,19.4981,0.0000
97.0228,122.4822,10.0000,0.0000
90.2229,3.9785,10.0000,0.0000
148.4706,207.0972,17.9028,0.0000
121.6847,267.6453,10.0000,0.0000
218.7431,170.6433,10.0000,0.0000
125.1298,267.1162,10.0000,0.0000
139.0793,24.8392,10.0000,0.0000
260.0000,221.3775,46.5328,0.0000
250.0000,270.1373,48.0843,0.0000
73.2654,278.4879,28.8705,0.0000
144.6582,87.7604,20.0000,0.0000
179.6388,205.0000,46.4610,0.0000
223.5566,0.0000,8.5166,0.0000
22.9449,272.1696,22.7491,0.0000
199.0822,273.3814,10.0000,0.0000
188.2470,0.0000,6.6714,0.0000
23.5471,238.9454,24.1229,0.0000
69.7122,130.7377,13.0000,0.0000
250.0000,267.2012,33.7972,0.0000
55.6927,37.1752,13.0000,0.0000
20.3138,213.6866,19.1775,0.0000
260.0000,158.2476,38.5468,0.0000
20.2244,212.6366,13.3463,1.0000
144.8509,160.6589,10.0000,0.0000
211.6900,280.0000,3.2588,0.0000
110.3088,160.2962,10.0000,0.0000
90.2393,78.2945,10.0000,0.0000
125.7987,107.6497,10.0000,0.0000
250.8510,64.3325,15.6675,0.0000
250.0000,190.4305,24.4957,0.0000
184.8695,35.0000,11.4337,0.0000
152.9886,215.0000,11.4255,1.0000
260.0000,270.4310,55.4046,0.0000
250.0000,169.9240,39.2627,0.0000
260.0000,219.4044,20.5691,0.0000
0.0000,271.5567,3.1668,0.0000
20.3045,153.0403,14.1544,0.0000
201.1666,36.7319,20.0000,0.0000
132.3372,215.0000,20.5099,0.0000
0.0000,57.3722,7.0059,0.0000
120.0000,211.4193,47.4059,0.0000
62.2602,91.0610,13.0000,0.0000
250.0000,231.7617,40.5248,0.0000
201.7488,215.0000,52.8622,0.0000
219.7223,35.0000,11.7564,0.0000
179.5062,180.0277,10.0000,0.0000
278.6900,5.5277,10.0000,0.0000
250.0000,252.0300,12.7505,0.0000
106.1897,17.0726,10.0000,0.0000
189.2089,15.8504,10.0000,0.0000
220.3674,249.8057,10.0000,0.0000
20.8076,147.0205,16.5113,0.0000
191.7155,145.2465,10.0000,0.0000
260.0000,233.3864,59.6058,0.0000
280.0000,186.3723,5.4920,0.0000
71.4991,280.0000,18.0101,0.0000
124.5696,205.0000,55.8403,0.0000
52.1962,0.0000,2.1762,0.0000
195.3625,210.9489,14.0511,0.0000
250.0000,158.0946,38.3989,0.0000
0.9696,18.4192,10.0000,0.0000
107.9703,240.7007,10.0000,0.0000
250.0000,169.6309,45.0700,0.0000
260.0000,198.2973,53.2606,0.0000
280.0000,96.3460,1.3796,0.0000
239.8381,0.0000,9.7059,0.0000
38.2375,21.1330,13.0000,0.0000
190.6101,215.0000,16.1755,0.0000
270.2816,100.7858,10.0000,0.0000
163.4375,205.0000,59.6636,0.0000
227.3722,264.0578,10.0000,0.0000
41.5808,234.0107,60.0000,0.0000
260.0000,223.4243,49.3233,0.0000
86.4741,62.6887,10.0000,0.0000
103.0437,23.3239,10.0000,0.0000
77.1195,197.2050,42.6915,0.0000
0.4927,170.3731,10.0000,0.0000
48.8503,280.0000,8.7053,0.0000
263.6671,58.2601,10.0000,0.0000
265.5541,93.0738,10.0000,0.0000
165.0098,36.4234,20.0000,0.0000
133.7652,178.2906,10.0000,0.0000
200.5788,68.0441,11.9559,0.0000
48.0730,7.9806,13.0000,0.0000
79.8525,212.8575,48.7009,0.0000
110.4948,246.9013,10.0000,0.0000
205.0670,223.8892,10.0000,0.0000
59.0591,238.5832,45.8189,0.0000
79.6313,159.7295,14.6161,0.0000
260.0000,273.5436,44.6852,0.0000
79.0954,160.9242,17.0331,0.0000
202.4357,57.6519,20.0000,0.0000
20.0101,208.8297,10.1219,0.0000
129.8262,41.9967,20.0000,0.0000
128.0473,154.2265,10.0000,0.0000
39.6065,117.1925,13.0000,0.0000
188.6686,215.0000,20.7988,0.0000
83.4495,125.3230,10.0000,0.0000
193.8879,10.2811,10.0000,0.0000
260.0000,257.2817,30.8431,0.0000
66.7301,185.1973,56.6916,0.0000
250.0000,186.8088,24.6963,0.0000
119.7608,280.0000,7.7919,0.0000
100.4799,181.0027,10.0000,0.0000
260.0000,241.5711,34.5968,0.0000
250.0000,229.0768,29.8118,0.0000
172.7541,4.6367,10.0000,0.0000
53.6840,39.9506,13.0000,0.0000
159.4675,239.6998,10.0000,0.0000
159.5347,197.0498,10.0000,0.0000
66.7182,194.9502,60.0000,0.0000
234.5703,8.1465,10.0000,0.0000
136.2616,205.0000,26.1119,0.0000
189.0278,142.5710,10.0000,0.0000
60.8549,9.7932,13.0000,0.0000
67.5310,6.1670,13.0000,0.0000
98.5235,63.6129,10.0000,0.0000
33.3122,263.9523,34.9026,0.0000
260.0000,175.3009,13.6474,0.0000
28.2640,96.7600,13.0000,0.0000
215.5197,69.7644,10.2356,1.0000
84.8202,72.7084,10.0000,0.0000
104.0086,28.0662,10.0000,0.0000
40.8572,280.0000,6.8509,0.0000
238.1846,205.0000,42.8494,0.0000
240.2051,244.4376,10.0000,0.0000
36.8443,183.1083,45.0515,0.0000
200.1107,215.0000,54.9257,0.0000
196.5135,266.0695,10.0000,0.0000
38.8993,280.0000,4.7284,0.0000
200.7429,23.5661,10.0000,0.0000
220.3232,109.6489,10.0000,0.0000
242.5068,105.0000,16.3567,0.0000
20.7857,233.0254,16.4185,0.0000
130.7491,196.1834,10.0000,0.0000
169.6634,210.6376,10.0000,1.0000
275.4716,232.5629,10.0000,0.0000
224.2100,37.0069,20.0000,0.0000
167.2756,253.3700,10.0000,0.0000
260.0000,242.4380,15.2088,0.0000
265.9409,252.4128,10.0000,0.0000
179.6426,236.7450,10.0000,0.0000
157.2016,215.0000,20.6258,0.0000
136.0380,116.3034,10.0000,0.0000
176.8536,205.0000,59.7466,0.0000
230.2931,67.7556,12.2444,0.0000
179.5342,210.6852,10.0000,1.0000
262.1693,24.4061,10.0000,0.0000
193.8116,0.0000,9.2441,0.0000
177.6932,152.3203,10.0000,0.0000
250.0000,238.8308,51.0397,0.0000
78.8895,221.7514,17.9866,0.0000
70.0087,272.4951,32.3279,0.0000
104.1857,0.8002,10.0000,0.0000
191.3115,205.0000,52.6501,0.0000
260.0000,174.6305,23.9582,0.0000
145.7585,280.0000,2.6199,0.0000
233.3715,52.9737,20.0000,0.0000
93.5138,278.9792,10.0000,0.0000
74.6319,227.1069,51.5835,0.0000
203.6118,158.5492,10.0000,0.0000
192.7051,270.0936,10.0000,0.0000
166.4125,48.8572,20.0000,0.0000
260.0000,211.6451,12.0785,0.0000
194.3722,57.7170,20.0000,0.0000
260.0000,259.7100,59.9435,0.0000
145.6542,44.8885,20.0000,0.0000
0.0000,84.9938,5.0424,0.0000
192.5315,120.4849,10.0000,0.0000
248.7435,106.9855,10.0000,0.0000
260.0000,215.3556,26.8414,0.0000
140.6252,42.2383,20.0000,0.0000
223.1007,68.3348,11.6652,0.0000
40.6046,140.0000,35.9462,0.0000
276.2845,21.6183,10.0000,0.0000
190.9231,203.5176,10.0000,0.0000
156.8741,214.5527,60.0000,0.0000
175.9371,208.9239,10.0000,0.0000
30.5580,187.1930,42.0442,0.0000
144.0376,200.3463,10.0000,0.0000
160.0790,215.0000,19.1853,0.0000
260.0000,234.6739,55.1244,0.0000
230.5045,215.0000,39.4471,0.0000
123.3235,76.3796,16.3796,0.0000
250.0000,278.2352,55.2658,0.0000
50.7513,269.9774,39.9164,0.0000
38.8531,109.6445,13.0000,0.0000
110.8354,62.7164,10.0000,0.0000
236.2604,127.2608,10.0000,0.0000
10.6158,124.2787,10.0000,0.0000
225.3171,205.0000,44.8955,0.0000
211.6041,205.0000,52.3495,0.0000
253.0335,264.5096,60.0000,0.0000
210.1258,205.0000,59.9879,0.0000
89.9366,210.6294,10.0000,0.0000
280.0000,214.6429,1.9369,0.0000
86.7400,258.6344,10.0000,0.0000
249.7623,189.0685,10.0000,1.0000
40.6613,238.4386,43.6629,0.0000
170.0491,95.2850,20.0000,0.0000
205.5896,159.2065,10.0000,0.0000
113.3035,246.0244,10.0000,0.0000
20.2825,229.2624,13.3194,0.0000
260.0000,241.8723,47.9579,0.0000
101.4478,123.1347,10.0000,0.0000
46.3008,180.3125,53.5811,0.0000
260.0000,277.0733,46.6156,0.0000
70.1724,192.6792,60.0000,0.0000
245.6824,215.0000,13.0334,1.0000
256.3322,178.0047,60.0000,0.0000
269.3951,102.8526,10.0000,0.0000
248.6642,215.0000,35.5278,0.0000
191.4651,30.9906,10.0000,0.0000
250.0000,154.3372,22.3191,0.0000
260.0000,225.9100,24.3721,0.0000
69.4534,140.0000,14.4315,0.0000
7.6178,136.3504,10.0000,0.0000
267.9487,115.7190,10.0000,0.0000
9.4032,146.6060,10.0000,0.0000
123.2997,256.3815,10.0000,0.0000
76.0520,93.2689,13.0000,0.0000
118.4180,243.9503,10.0000,0.0000
100.9664,273.9762,10.0000,0.0000
196.8858,259.5139,10.0000,0.0000
48.2215,138.8499,13.0000,0.0000
139.2156,35.0000,16.3111,0.0000
203.8782,206.3130,10.0000,0.0000
79.9739,147.5881,10.5639,0.0000
10.0858,74.0745,10.0000,0.0000
7.1667,108.2333,10.0000,0.0000
23.3385,196.3786,44.6834,0.0000
250.0000,265.4368,38.7391,0.0000
260.0000,233.3552,16.8715,0.0000
267.3357,138.1840,10.0000,0.0000
215.1887,211.5830,60.0000,0.0000
226.0906,217.1318,10.0000,0.0000
180.5756,89.1725,20.0000,0.0000
22.2318,238.1750,21.1462,0.0000
127.3995,102.4199,20.0000,0.0000
280.0000,73.8275,4.3207,0.0000
245.2362,269.9923,10.0000,0.0000
167.7031,115.4525,10.0000,0.0000
280.0000,257.4349,3.7591,0.0000
260.0000,103.9718,19.6348,0.0000
259.0659,58.9344,20.0000,0.0000
201.0475,226.4981,10.0000,0.0000
250.0000,191.8735,42.9581,0.0000
54.4825,99.9492,13.0000,0.0000
66.2487,65.4505,13.0000,0.0000
152.5992,215.0000,16.7209,0.0000
207.4429,10.7691,10.0000,0.0000
0.0000,41.8552,9.0390,0.0000
3.0905,130.2400,10.0000,0.0000
20.1598,234.1723,11.8772,0.0000
218.4719,270.9474,10.0000,0.0000
158.5935,141.8156,10.0000,0.0000
237.9487,49.7855,20.0000,0.0000
57.9878,40.8477,13.0000,0.0000
122.2928,126.9797,10.0000,0.0000
159.6755,166.8554,10.0000,0.0000
40.2513,18.4147,13.0000,0.0000
250.0000,170.6239,43.3815,0.0000
201.6576,79.3191,19.3191,0.0000
260.0000,235.5652,56.8029,0.0000
227.4529,215.0000,46.8414,0.0000
231.0593,12.9372,10.0000,0.0000
242.8397,215.0000,23.3790,0.0000
244.6044,14.8138,10.0000,0.0000
263.2788,20.8485,10.0000,0.0000
250.0000,180.7117,58.1006,0.0000
0.0000,212.7752,0.1113,0.0000
185.4901,0.0000,7.2505,0.0000
181.5251,0.0170,10.0000,0.0000
223.9995,215.0000,25.2320,0.0000
108.9951,238.4872,10.0000,0.0000
204.7848,98.6101,20.0000,0.0000
202.4345,243.5389,10.0000,0.0000
250.0000,231.5189,29.1003,0.0000
78.7082,266.5740,18.4233,0.0000
258.3428,140.0000,47.5052,0.0000
46.9152,108.8303,13.0000,0.0000
77.2855,222.4604,55.4311,0.0000
9.3060,181.5819,10.0000,0.0000
154.7795,205.0000,47.2370,0.0000
199.1808,58.4148,20.0000,0.0000
231.6531,43.1178,20.0000,0.0000
260.0000,196.2477,37.8469,0.0000
84.8045,58.6643,10.0000,0.0000
87.9330,14.9569,10.0000,0.0000
134.4976,61.2906,18.7094,0.0000
147.5604,147.7146,10.0000,0.0000
143.0068,215.0000,12.5611,0.0000
266.7025,18.0756,10.0000,0.0000
